번호,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명
3710,영화상영관,03_13_02_P,5080000,CDFF4220002007000002,20070927,,01,영업/정상,13,영업중,,,,,054-444-2013,,,경상북도 구미시 원평동 147-9번지 ,경상북도 구미시 구미중앙로17길 16 (원평동),39225,롯데시네마 프리미엄구미센트럴 7관,20180921161732,U,2018-09-21 23:59:59.0,,320081.373928663    ,292887.703988771    ,영화상영관,영화상영관,11,기타,,,9,2,문화시설,1.35,,,,,,,,,,,,,,,,,,영화관,,20070927,중심상업지역
3711,영화상영관,03_13_02_P,5080000,CDFF4220002007000001,20070927,,01,영업/정상,13,영업중,,,,,054-444-2013,,,경상북도 구미시 원평동 147-9번지 ,경상북도 구미시 구미중앙로17길 16 (원평동),39225,롯데시네마 프리미엄구미센트럴 6관,20180921161655,U,2018-09-21 23:59:59.0,,320081.373928663    ,292887.703988771    ,영화상영관,영화상영관,11,기타,,,9,2,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20070927,일반상업지역
3712,영화상영관,03_13_02_P,5090000,CDFF4220002018000001,20180209,,01,영업/정상,13,영업중,,,,,054-634-3000,,,경상북도 영주시 영주동 497번지 ,경상북도 영주시 구성로 417 (영주동),36078,롯데시네마 영주,20180605095421,I,2018-08-31 23:59:59.0,,344256.207189941    ,370753.451927594    ,영화상영관,,4,주택가주변,,,3,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180209,일반상업지역
3713,영화상영관,03_13_02_P,5090000,CDFF4220001985000001,19850921,,01,영업/정상,13,영업중,,,,,634-8855,,750907,경상북도 영주시 영주동 377-18번지 ,경상북도 영주시 구성로350번길 24 (영주동),36075,예당시네마,20140104105936,I,2018-08-31 23:59:59.0,,344845.783386769    ,370384.93370984     ,영화상영관,영화상영관,3,유흥업소밀집지역,,,3,,문화시설,4.75,,,,,,,,,,,,,,,,,,영화관,,19850921,
3714,영화상영관,03_13_02_P,5090000,CDFF4220001994000001,19940203,,03,폐업,03,폐업,20110902,,,,632-8786,,750909,경상북도 영주시 영주동 534-24번지 ,경상북도 영주시 중앙로 71  (영주동),,영주시네마,20110902143824,I,2018-08-31 23:59:59.0,,344801.518203857    ,370185.664407869    ,영화상영관,영화상영관,4,기타,,,2,,,1.64,,,,,,,,,,,,,,,,,,영화관,,19940203,근린상업지역
3715,영화상영관,03_13_02_P,5100000,CDFF4220002017000002,20170921,,01,영업/정상,13,영업중,,,,,054-338-7053,,,경상북도 영천시 완산동 982-34번지 ,"경상북도 영천시 시장2길 10 (완산동, 영천공설시장)",38889,영천공설시장 별빛영화관,20170921194347,I,2018-08-31 23:59:59.0,,374718.509034671    ,275459.898861357    ,영화상영관,,,기타,,,,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20170921,일반상업지역
3716,영화상영관,03_13_02_P,5110000,CDFF4220002018000001,20180717,,01,영업/정상,13,영업중,,,,,054-533-7053,,,경상북도 상주시 복룡동 161-75번지 ,경상북도 상주시 삼백로 327-9 (복룡동),37237,삼백 시네마,20180717171517,I,2018-08-31 23:59:59.0,,305725.798744415    ,325029.75077909     ,영화상영관,,4,기타,,,3,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20180717,자연녹지지역
3717,영화상영관,03_13_02_P,5110000,CDFF4220002003000001,20030328,,03,폐업,03,폐업,20080318,,,,,,742903,경상북도 상주시 남성동 1-4번지 ,,,명성극장,20080319084834,I,2018-08-31 23:59:59.0,,304167.220040038    ,324417.659070081    ,영화상영관,영화상영관,3,,,,3,,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20030328,
3718,영화상영관,03_13_02_P,5120000,CDFF4220002015000003,20150923,,01,영업/정상,13,영업중,,,,,070-7017-9480,,,경상북도 문경시 모전동 859-2번지 ,"경상북도 문경시 모전로 65, 1층 (모전동, 홈플러스)",36981,메가박스중앙(주) 문경 제3관,20180612134054,I,2018-08-31 23:59:59.0,,306449.794700061    ,343567.17114018     ,영화상영관,,1,,,,1,,유통시설,1.2,,,,,,,,,,,,,,,,,,영화관,,20150923,일반상업지역
3719,영화상영관,03_13_02_P,5120000,CDFF4220002015000001,20150923,,01,영업/정상,13,영업중,,,,,070-7017-9480,,,경상북도 문경시 모전동 859-2번지 ,"경상북도 문경시 모전로 65 (모전동, 홈플러스 1층)",36981,메가박스중앙(주) 문경 제1관,20180612133327,I,2018-08-31 23:59:59.0,,306449.794700061    ,343567.17114018     ,영화상영관,,1,주택가주변,,,1,,유통시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20150923,일반상업지역
3720,영화상영관,03_13_02_P,5120000,CDFF4220002015000002,20150923,,01,영업/정상,13,영업중,,,,,070-7017-9480,,,경상북도 문경시 모전동 859-2번지 ,"경상북도 문경시 모전로 65 (모전동, 홈플러스 1층)",36981,메가박스중앙(주) 문경 제2관,20180612133703,I,2018-08-31 23:59:59.0,,306449.794700061    ,343567.17114018     ,영화상영관,,1,주택가주변,,,1,,유통시설,1.15,,,,,,,,,,,,,,,,,,영화관,,20150923,일반상업지역
3721,영화상영관,03_13_02_P,5130000,CDFF4220001995000001,19950525,,03,폐업,03,폐업,20061121,,,,815-0606,,712803,경상북도 경산시 중방동 378-2번지 ,,,경산극장,20061121141446,I,2018-08-31 23:59:59.0,,356519.623284533    ,259441.22209746     ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19950525,
3722,영화상영관,03_13_02_P,5130000,CDFF4220002016000005,20161026,,01,영업/정상,13,영업중,,,,,053-782-7458,,,경상북도 경산시 하양읍 금락리 607번지 4층 ,"경상북도 경산시 하양읍 대경로 765, 4층",38435,메가박스 경산하양 5관,20161129170203,I,2018-08-31 23:59:59.0,,364510.431593951    ,269692.944802802    ,영화상영관,,5,주택가주변,,,5,1,문화시설,1.1,,,,,,,,,,,,,,,,,,영화관,,20161026,일반주거지역
3723,영화상영관,03_13_02_P,5130000,CDFF4220002016000004,20161026,,01,영업/정상,13,영업중,,,,,053-782-7458,,,경상북도 경산시 하양읍 금락리 607번지 4층 ,"경상북도 경산시 하양읍 대경로 765, 4층",38435,메가박스 경산하양 4관,20161129170117,I,2018-08-31 23:59:59.0,,364510.431593951    ,269692.944802802    ,영화상영관,,5,주택가주변,,,5,1,문화시설,1.3,,,,,,,,,,,,,,,,,,영화관,,20161026,일반주거지역
3724,영화상영관,03_13_02_P,5130000,CDFF4220002016000003,20161026,,01,영업/정상,13,영업중,,,,,053-782-7458,,,경상북도 경산시 하양읍 금락리 607번지 4층 ,"경상북도 경산시 하양읍 대경로 765, 4층",38435,메가박스 경산하양 3관,20161129170032,I,2018-08-31 23:59:59.0,,364510.431593951    ,269692.944802802    ,영화상영관,,5,주택가주변,,,5,1,문화시설,1.3,,,,,,,,,,,,,,,,,,영화관,,20161026,일반주거지역
3725,영화상영관,03_13_02_P,5130000,CDFF4220002016000001,20161026,,01,영업/정상,13,영업중,,,,,053-782-7458,,,경상북도 경산시 하양읍 금락리 607번지 2층 ,"경상북도 경산시 하양읍 대경로 765, 2층",38435,메가박스 경산하양 1관,20161129165831,I,2018-08-31 23:59:59.0,,364510.431593951    ,269692.944802802    ,영화상영관,,5,주택가주변,,,5,1,문화시설,1.3,,,,,,,,,,,,,,,,,,영화관,,20161026,일반주거지역
3726,영화상영관,03_13_02_P,5130000,CDFF4220002006000007,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 8층 ,경상북도 경산시 강변동로 278 (대평동),38504,롯데시네마 경산 7관,20190115165820,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,8,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3727,영화상영관,03_13_02_P,5130000,CDFF4220002006000006,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 8층 ,"경상북도 경산시 강변동로 278 (대평동,8층)",,롯데시네마 경산 6관,20190115165749,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,8,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3728,영화상영관,03_13_02_P,5130000,CDFF4220002006000005,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 8층 ,"경상북도 경산시 강변동로 278 (대평동,8층)",,롯데시네마 경산 5관,20190115165735,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3729,영화상영관,03_13_02_P,5130000,CDFF4220002006000001,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 8층 ,"경상북도 경산시 강변동로 278 (대평동,8층)",,롯데시네마 경산 1관,20190115165847,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3730,영화상영관,03_13_02_P,5130000,CDFF4220002006000008,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 8층 ,"경상북도 경산시 강변동로 278 (대평동,8층)",,롯데시네마 경산 8관,20190115165703,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3731,영화상영관,03_13_02_P,5130000,CDFF4220001995000002,19950525,,03,폐업,03,폐업,20061121,,,,815-0606,,712803,경상북도 경산시 중방동 378-2번지 ,,,경산극장2,20061121141435,I,2018-08-31 23:59:59.0,,356519.623284533    ,259441.22209746     ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19950525,
3732,영화상영관,03_13_02_P,5130000,CDFF4220002002000001,20021008,,03,폐업,03,폐업,20140325,,,,856-3365,,,경상북도 경산시 와촌면 용천리 202-3번지 ,경상북도 경산시 와촌면 용천길 42,,폐업,20140326114729,I,2018-08-31 23:59:59.0,,366667.61375784     ,270491.374971778    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20021008,
3733,영화상영관,03_13_02_P,5130000,CDFF4220002002000002,20021009,,03,폐업,03,폐업,20060113,,,,053-812-9990,,712160,경상북도 경산시 대동 214-1번지 ,,,보슈 시네마,20060113154856,I,2018-08-31 23:59:59.0,,358344.53231458     ,260626.839725739    ,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20021009,
3734,영화상영관,03_13_02_P,5130000,CDFF4220002006000002,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 5층 ,"경상북도 경산시 강변동로 278 (대평동,5층)",,롯데시네마 경산 2관,20190115165835,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3735,영화상영관,03_13_02_P,5130000,CDFF4220002006000003,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 5층 ,"경상북도 경산시 강변동로 278 (대평동,5층)",,롯데시네마 경산 3관,20190115165805,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3736,영화상영관,03_13_02_P,5130000,CDFF4220002006000004,20060911,,01,영업/정상,13,영업중,,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7번지 5층 ,"경상북도 경산시 강변동로 278 (대평동,5층)",,롯데시네마 경산 4관,20190115165717,U,2019-01-17 02:40:00.0,,356547.495675322    ,260770.159857966    ,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역
3737,영화상영관,03_13_02_P,5130000,CDFF4220002016000002,20161026,,01,영업/정상,13,영업중,,,,,053-782-7458,,,경상북도 경산시 하양읍 금락리 607번지 2층 ,"경상북도 경산시 하양읍 대경로 765, 2층",38435,메가박스 경산하양 2관,20161129165947,I,2018-08-31 23:59:59.0,,364510.431593951    ,269692.944802802    ,영화상영관,,5,주택가주변,,,5,1,문화시설,1.4,,,,,,,,,,,,,,,,,,영화관,,20161026,중심상업지역
3738,영화상영관,03_13_02_P,5170000,CDFF4220002016000001,20160317,,01,영업/정상,13,영업중,,,,,054-683-7053,,,경상북도 영양군 영양읍 서부리 2-15번지 ,"경상북도 영양군 영양읍 군민회관길 7, 2층 (영양문화원)",36541,영양 작은영화관,20160317134129,I,2018-08-31 23:59:59.0,,389258.525176202    ,353447.662030332    ,영화상영관,,2,학교정화(상대),,,2,,문화시설,1.2,,,,,,,,,,,,,,,,,,영화관,,20160317,일반주거지역
3739,영화상영관,03_13_02_P,5180000,CDFF4220002003000001,20030410,,02,휴업,02,휴업,,,,,,,766824,경상북도 영덕군 강구면 삼사리 38번지 ,,,영화촌,20100427104404,I,2018-08-31 23:59:59.0,,,,영화상영관,영화상영관,1,기타,,,1,,문화시설,,,,,,,,,,,,,,,,,,,자동차극장,,20030410,준주거지역
3740,영화상영관,03_13_02_P,5200000,CDFF4220002015000002,20151201,,01,영업/정상,13,영업중,,,,,054-954-7053,,,경상북도 고령군 대가야읍 지산리 471-1번지 ,경상북도 고령군 대가야읍 대가야로 1216 (대가야역사테마관광지),40140,대가야시네마 2관,20151201140819,I,2018-08-31 23:59:59.0,,314024.77577408     ,247261.621361656    ,영화상영관,,3,,,,2,1,,1,,,,,,,,,,,,,,,,,,영화관,,20151201,
3741,영화상영관,03_13_02_P,5200000,CDFF4220002015000001,20151201,,01,영업/정상,13,영업중,,,,,054-954-7253,,,경상북도 고령군 대가야읍 지산리 471-1번지 ,경상북도 고령군 대가야읍 대가야로 1216 (대가야역사테마관광지),40140,대가야시네마 1관,20151201140240,I,2018-08-31 23:59:59.0,,314024.77577408     ,247261.621361656    ,영화상영관,,3,기타,,,2,1,,1,,,,,,,,,,,,,,,,,,영화관,,20151201,
3742,영화상영관,03_13_02_P,5220000,CDFF4220002018000004,20181204,,01,영업/정상,13,영업중,,,,,,,,경상북도 칠곡군 석적읍 포남리 608번지 ,경상북도 칠곡군 석적읍 석적로 646,39848,호이영화관 1관,20181204164431,I,2018-12-06 02:20:08.0,,326919.179811208    ,284356.124826399    ,영화상영관,,3,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20181204,
3743,영화상영관,03_13_02_P,5220000,CDFF4220002000000001,20000308,,01,영업/정상,13,영업중,,,,,,,718923,경상북도 칠곡군 동명면 득명리 312번지 ,경상북도 칠곡군 동명면 한티로 824,39855,팔공산신씨네자동차극장,20170116133816,I,2018-08-31 23:59:59.0,,344806.212170099    ,280532.718031347    ,영화상영관,영화상영관,,기타,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20000308,
3744,영화상영관,03_13_02_P,5220000,CDFF4220002018000001,20181204,,01,영업/정상,13,영업중,,,,,,,,경상북도 칠곡군 석적읍 포남리 608번지 ,경상북도 칠곡군 석적읍 석적로 646,39848,호이영화관 2관,20181204164619,U,2018-12-06 02:40:00.0,,326919.179811208    ,284356.124826399    ,영화상영관,,3,,,,3,,,,,,,,,,,,,,,,,,,,,영화관,,20181204,
3745,영화상영관,03_13_02_P,5310000,CDFF4220002016000003,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제2관,20190115090829,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3746,영화상영관,03_13_02_P,5310000,CDFF4220002016000004,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제3관,20190115090829,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3747,영화상영관,03_13_02_P,5310000,CDFF4220002016000001,20160907,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 충무공동 35번지 ,"경상남도 진주시 동진로 440 (충무공동, 진주롯데몰)",52851,롯데시네마 진주혁신 제7관,20190115090829,U,2019-01-17 02:40:00.0,,303762.559264598    ,187362.850391256    ,영화상영관,,11,,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20160907,일반상업지역
3748,영화상영관,03_13_02_P,5310000,CDFF4220002013000006,20130214,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 대안동 13-13번지 ,경상남도 진주시 진주대로 1057 (대안동),52684,메가박스 진주(태양의 제국)제6관,20160201100028,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,,14,주택가주변,,,10,4,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20130214,일반상업지역
3749,영화상영관,03_13_02_P,5310000,CDFF4220002013000005,20130214,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 대안동 13-13번지 ,경상남도 진주시 진주대로 1057 (대안동),52684,메가박스 진주(태양의 제국)제5관,20160201095901,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,,14,기타,,,10,4,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20130214,상업지역
3750,영화상영관,03_13_02_P,5310000,CDFF4220002006000001,20060209,,04,취소/말소/만료/정지/중지,30,허가취소,,,,,,,660989,경상남도 진주시 판문동 477번지 외 4필지 ,"경상남도 진주시 판문오동길 99-7  (판문동,외 4필지)",,진양호자동차극장,20090422151511,I,2018-08-31 23:59:59.0,,294537.826627313    ,186759.697393299    ,영화상영관,영화상영관,,기타,,,,,근린생활시설,,,,,,,,,,,,,,,,,,,자동차극장,,20060209,자연녹지지역
3751,영화상영관,03_13_02_P,5310000,CDFF4220002013000004,20130214,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 대안동 13-13번지 ,경상남도 진주시 진주대로 1057 (대안동),52684,메가박스 진주(태양의 제국)제4관,20160201095753,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,,14,기타,,,10,4,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20130214,공업지역
3752,영화상영관,03_13_02_P,5310000,CDFF4220002013000003,20130214,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 대안동 13-13번지 ,경상남도 진주시 진주대로 1057 (대안동),52684,메가박스 진주(태양의 제국)제3관,20160130142348,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,,14,기타,,,10,4,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20130214,공업지역
3753,영화상영관,03_13_02_P,5310000,CDFF4220002013000002,20130214,,01,영업/정상,13,영업중,,,,,,,,경상남도 진주시 대안동 13-13번지 ,경상남도 진주시 진주대로 1057 (대안동),52684,메가박스 진주(태양의 제국)제2관,20160201201750,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,,14,기타,,,10,4,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20130214,일반상업지역
3754,영화상영관,03_13_02_P,5310000,CDFF4220002013000001,20130213,,01,영업/정상,13,영업중,,,,,055-743-7142,,,경상남도 진주시 대안동 13-13번지 ,경상남도 진주시 진주대로 1057 (대안동),52684,메가박스 진주(태양의 제국)제1관,20160201095446,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,,14,주택가주변,,,10,4,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20130213,근린상업지역
3755,영화상영관,03_13_02_P,5310000,CDFF4220002004000010,20040921,,01,영업/정상,13,영업중,,,,,055-771-2500,,,경상남도 진주시 가좌동 700-1번지 (주)엠비씨 경남 ,"경상남도 진주시 가호로 13 (가좌동, MBC경남진주)",52817,롯데시네마 엠비씨네 1관,20181205104157,U,2018-12-07 02:40:00.0,,300814.327770902    ,185515.053726788    ,영화상영관,영화상영관,9,아파트지역,,,8,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040921,주거지역
3756,영화상영관,03_13_02_P,5310000,CDFF4220002004000009,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관9관,20180716110811,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3757,영화상영관,03_13_02_P,5310000,CDFF4220002004000008,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관8관,20180716110810,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3758,영화상영관,03_13_02_P,5310000,CDFF4220002004000007,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관7관,20180716110810,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3759,영화상영관,03_13_02_P,5310000,CDFF4220002004000006,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관6관,20180716110809,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3760,영화상영관,03_13_02_P,5310000,CDFF4220002004000005,20040903,,01,영업/정상,13,영업중,,,,,745-6381,,,"경상남도 진주시 중안동 12-13번지 씨네피아9관(8,9층) ",경상남도 진주시 진양호로 521 (중안동),52684,롯데시네마진주관5관,20180716110809,I,2018-08-31 23:59:59.0,,298526.704035341    ,188715.283893516    ,영화상영관,영화상영관,12,유흥업소밀집지역,,,9,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20040903,일반상업지역
3761,영화상영관,03_13_02_P,5310000,CDFF4220002010000001,20100826,,03,폐업,03,폐업,20130908,,,,748-5007,,,경상남도 진주시 판문동 477번지 ,경상남도 진주시 판문오동길 99-7 (판문동),,진주자동차극장,20180108154517,I,2018-08-31 23:59:59.0,,294537.826627313    ,186759.697393299    ,영화상영관,,,기타,,,,,근린생활시설,,,,,,,,,,,,,,,,,,,자동차극장,,20100826,자연녹지지역
3762,영화상영관,03_13_02_P,5310000,CDFF4220002009000001,20090513,,03,폐업,03,폐업,20100825,,,,745-8100,,660989,경상남도 진주시 판문동 477번지 ,경상남도 진주시 판문오동길 99-7  (판문동),,진양호자동차극장,20100825100555,I,2018-08-31 23:59:59.0,,294537.826627313    ,186759.697393299    ,영화상영관,,1,기타,,,1,,근린생활시설,,,,,,,,,,,,,,,,,,,자동차극장,,20090513,자연녹지지역
3763,영화상영관,03_13_02_P,5310000,CDFF4220002007000001,20071211,,03,폐업,03,폐업,20090114,,,,,,660989,경상남도 진주시 판문동 477번지 ,경상남도 진주시 판문오동길 99-7  (판문동),,진주자동차극장,20090115102555,I,2018-08-31 23:59:59.0,,294537.826627313    ,186759.697393299    ,영화상영관,영화상영관,1,기타,,,1,,근린생활시설,,,,,,,,,,,,,,,,,,,자동차극장,,20071211,녹지지역
3764,영화상영관,03_13_02_P,5310000,CDFF4220002004000023,20041216,,03,폐업,03,폐업,20080124,,,,749-8280,,660140,경상남도 진주시 대안동 13-13번지 ,,,프리머스시네마진주점6관,20081104112259,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,영화상영관,14,유흥업소밀집지역,,,10,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20041216,상업지역
3765,영화상영관,03_13_02_P,5310000,CDFF4220002004000022,20041216,,03,폐업,03,폐업,20080124,,,,749-8280,,660140,경상남도 진주시 대안동 13-13번지 ,,,프리머스시네마진주점5관,20081104112114,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,영화상영관,,유흥업소밀집지역,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20041216,상업지역
3766,영화상영관,03_13_02_P,5310000,CDFF4220002004000021,20041216,,03,폐업,03,폐업,20080124,,,,749-8280,,660140,경상남도 진주시 대안동 13-13번지 ,,,프리머스시네마진주점4관,20081104112009,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,영화상영관,14,유흥업소밀집지역,,,10,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20041216,상업지역
3767,영화상영관,03_13_02_P,5310000,CDFF4220002004000020,20041216,,03,폐업,03,폐업,20080124,,,,749-8280,,660140,경상남도 진주시 대안동 13-13번지 ,,,프리머스시네마진주점3관,20081104111809,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,영화상영관,14,유흥업소밀집지역,,,10,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20041216,상업지역
3768,영화상영관,03_13_02_P,5310000,CDFF4220002004000019,20041216,,03,폐업,03,폐업,20080124,,,,749-8280,,660140,경상남도 진주시 대안동 13-13번지 ,,,프리머스시네마진주점2관,20081104111432,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,영화상영관,14,,,,10,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20041216,상업지역
3769,영화상영관,03_13_02_P,5310000,CDFF4220002004000018,20041216,,03,폐업,03,폐업,20080124,,,,749-8280,,660140,경상남도 진주시 대안동 13-13번지 ,,,프리머스시네마 진주점 1관,20081104111250,I,2018-08-31 23:59:59.0,,298620.49889516     ,188831.385790333    ,영화상영관,영화상영관,14,유흥업소밀집지역,,,10,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20041216,상업지역
